"reactor_id","storage_condition","RNase_treated","day","target","concentration_technical_average","concentration_technical_standard_deviation","concentration_units"
"20R1F",20,"N",7,"MS2_culture",203.333333333333,NA,"PFU.ml"
"20R2F",20,"N",7,"MS2_culture",68666.6666666667,NA,"PFU.ml"
"15R2F",15,"N",10,"MS2_culture",3066.66666666667,NA,"PFU.ml"
"15R2U",15,"N",10,"MS2_culture",3433.33333333333,NA,"PFU.ml"
"10R1F",10,"N",10,"MS2_culture",2133333.33333333,NA,"PFU.ml"
"10R2F",10,"N",10,"MS2_culture",3700000,NA,"PFU.ml"
"10R2U",10,"N",10,"MS2_culture",476666.666666667,NA,"PFU.ml"
"20R2F",20,"N",10,"MS2_culture",47333.3333333333,NA,"PFU.ml"
"10R1U",10,"N",10,"MS2_culture",4266666.66666667,NA,"PFU.ml"
"15R2F",15,"N",14,"MS2_culture",146.666666666667,NA,"PFU.ml"
"10R1U",10,"N",14,"MS2_culture",1086666.66666667,NA,"PFU.ml"
"10R2U",10,"N",14,"MS2_culture",2033333.33333333,NA,"PFU.ml"
"10R1F",10,"N",22,"MS2_culture",293333.333333333,NA,"PFU.ml"
"10R2F",10,"N",22,"MS2_culture",396666.666666667,NA,"PFU.ml"
"10R1U",10,"N",22,"MS2_culture",56666.6666666667,NA,"PFU.ml"
"10R2U",10,"N",22,"MS2_culture",273333.333333333,NA,"PFU.ml"
"20R2F",20,"N",22,"MS2_culture",300,NA,"PFU.ml"
"15R1F",15,"N",29,"MS2_culture",53333.3333333333,NA,"PFU.ml"
"10R1F",10,"N",29,"MS2_culture",35666.6666666667,NA,"PFU.ml"
"10R1U",10,"N",29,"MS2_culture",933.333333333333,NA,"PFU.ml"
"20R2F",20,"N",29,"MS2_culture",53.3333333333333,NA,"PFU.ml"
"15R1F",15,"N",36,"MS2_culture",59000,NA,"PFU.ml"
"10R1F",10,"N",36,"MS2_culture",9000,NA,"PFU.ml"
"10R1U",10,"N",36,"MS2_culture",463.333333333333,NA,"PFU.ml"
"10R2U",10,"N",36,"MS2_culture",1066.66666666667,NA,"PFU.ml"
"10R1F",10,"N",14,"MS2_culture",854545.454545455,NA,"PFU.ml"
"10R1U",10,"N",1,"MS2_culture",878787.878787879,NA,"PFU.ml"
"10R2F",10,"N",14,"MS2_culture",1048484.84848485,NA,"PFU.ml"
"10R2F",10,"N",29,"MS2_culture",65151.5151515152,NA,"PFU.ml"
"10R2F",10,"N",36,"MS2_culture",9151.51515151515,NA,"PFU.ml"
"10R2U",10,"N",1,"MS2_culture",769696.96969697,NA,"PFU.ml"
"10R2U",10,"N",29,"MS2_culture",4818.18181818182,NA,"PFU.ml"
"10R2U",10,"N",3,"MS2_culture",403030.303030303,NA,"PFU.ml"
"10R2U",10,"N",7,"MS2_culture",684848.484848485,NA,"PFU.ml"
"15R1F",15,"N",0,"MS2_culture",9818181.81818182,NA,"PFU.ml"
"15R1F",15,"N",1,"MS2_culture",886111.111111111,NA,"PFU.ml"
"15R1F",15,"N",10,"MS2_culture",90000,NA,"PFU.ml"
"15R1F",15,"N",14,"MS2_culture",80909.0909090909,NA,"PFU.ml"
"15R1F",15,"N",22,"MS2_culture",78484.8484848485,NA,"PFU.ml"
"15R1F",15,"N",3,"MS2_culture",124242.424242424,NA,"PFU.ml"
"15R1F",15,"N",7,"MS2_culture",78787.8787878788,NA,"PFU.ml"
"15R1U",15,"N",0,"MS2_culture",5787878.78787879,NA,"PFU.ml"
"15R1U",15,"N",1,"MS2_culture",346969.696969697,NA,"PFU.ml"
"15R1U",15,"N",10,"MS2_culture",690.909090909091,NA,"PFU.ml"
"15R1U",15,"N",7,"MS2_culture",10969.696969697,NA,"PFU.ml"
"15R2F",15,"N",0,"MS2_culture",9545454.54545454,NA,"PFU.ml"
"15R2F",15,"N",1,"MS2_culture",477777.777777778,NA,"PFU.ml"
"15R2F",15,"N",7,"MS2_culture",100606.060606061,NA,"PFU.ml"
"15R2U",15,"N",0,"MS2_culture",9060606.06060606,NA,"PFU.ml"
"15R2U",15,"N",1,"MS2_culture",89108.9108910891,NA,"PFU.ml"
"15R2U",15,"N",5,"MS2_culture",7242.42424242424,NA,"PFU.ml"
"20R1F",20,"N",1,"MS2_culture",563636.363636364,NA,"PFU.ml"
"20R1F",20,"N",3,"MS2_culture",64545.4545454546,NA,"PFU.ml"
"20R2F",20,"N",1,"MS2_culture",915151.515151515,NA,"PFU.ml"
"20R2F",20,"N",14,"MS2_culture",11363.6363636364,NA,"PFU.ml"
"20R2F",20,"N",5,"MS2_culture",52727.2727272727,NA,"PFU.ml"
"20R2U",20,"N",1,"MS2_culture",480000,NA,"PFU.ml"
