"sample_id","id","storage_condition","reactor","filtered","RNase_treated","time_point","dilution_factor","target","task","CT","plate_id","Exp_loc","experiment"
"15R1F-Y-T0-5x","15R1F","15","R1","F","Y","T0","5","NR1","UNKNOWN","30.09887","P7","stanford_expts","5"
"15R1F-N-T29-1x","15R1F","15","R1","F","N","T29","1","NR1","UNKNOWN","23.85935","P7","stanford_expts","5"
"15R1F-N-T29-1x","15R1F","15","R1","F","N","T29","1","NR1","UNKNOWN","23.95067","P7","stanford_expts","5"
"15R1F-N-T0-1x","15R1F","15","R1","F","N","T0","1","NR1","UNKNOWN","25.08863","P7","stanford_expts","5"
"15R1F-N-T0-1x","15R1F","15","R1","F","N","T0","1","NR1","UNKNOWN","24.94981","P7","stanford_expts","5"
"15R1F-N-T0-5x","15R1F","15","R1","F","N","T0","5","NR1","UNKNOWN","28.6322","P7","stanford_expts","5"
"15R1F-N-T0-5x","15R1F","15","R1","F","N","T0","5","NR1","UNKNOWN","28.57554","P7","stanford_expts","5"
"15R1F-Y-T0-1x","15R1F","15","R1","F","Y","T0","1","NR1","UNKNOWN","26.6702","P7","stanford_expts","5"
"15R1F-Y-T0-1x","15R1F","15","R1","F","Y","T0","1","NR1","UNKNOWN","26.29851","P7","stanford_expts","5"
"15R1F-Y-T0-5x","15R1F","15","R1","F","Y","T0","5","NR1","UNKNOWN","31.47238","P7","stanford_expts","5"
"15R1F-Y-T1-5x","15R1F","15","R1","F","Y","T1","5","NR1","UNKNOWN","28.58117","P7","stanford_expts","5"
"15R1F-N-T36-1x","15R1F","15","R1","F","N","T36","1","NR1","UNKNOWN","24.14357","P7","stanford_expts","5"
"15R1F-N-T36-1x","15R1F","15","R1","F","N","T36","1","NR1","UNKNOWN","24.02164","P7","stanford_expts","5"
"15R1F-N-T1-1x","15R1F","15","R1","F","N","T1","1","NR1","UNKNOWN","26.03438","P7","stanford_expts","5"
"15R1F-N-T1-1x","15R1F","15","R1","F","N","T1","1","NR1","UNKNOWN","25.8431","P7","stanford_expts","5"
"15R1F-N-T1-5x","15R1F","15","R1","F","N","T1","5","NR1","UNKNOWN","29.73161","P7","stanford_expts","5"
"15R1F-N-T1-5x","15R1F","15","R1","F","N","T1","5","NR1","UNKNOWN","30.65827","P7","stanford_expts","5"
"15R1F-Y-T1-1x","15R1F","15","R1","F","Y","T1","1","NR1","UNKNOWN","24.31786","P7","stanford_expts","5"
"15R1F-Y-T1-1x","15R1F","15","R1","F","Y","T1","1","NR1","UNKNOWN","23.97414","P7","stanford_expts","5"
"15R1F-Y-T1-5x","15R1F","15","R1","F","Y","T1","5","NR1","UNKNOWN","28.0325","P7","stanford_expts","5"
"15R1F-Y-T3-5x","15R1F","15","R1","F","Y","T3","5","NR1","UNKNOWN","28.85273","P7","stanford_expts","5"
"15R1F-Y-T29-1x","15R1F","15","R1","F","Y","T29","1","NR1","UNKNOWN","24.56444","P7","stanford_expts","5"
"15R1F-Y-T29-1x","15R1F","15","R1","F","Y","T29","1","NR1","UNKNOWN","24.37568","P7","stanford_expts","5"
"15R1F-N-T3-1x","15R1F","15","R1","F","N","T3","1","NR1","UNKNOWN","24.78943","P7","stanford_expts","5"
"15R1F-N-T3-1x","15R1F","15","R1","F","N","T3","1","NR1","UNKNOWN","24.62645","P7","stanford_expts","5"
"15R1F-N-T3-5x","15R1F","15","R1","F","N","T3","5","NR1","UNKNOWN","28.65598","P7","stanford_expts","5"
"15R1F-N-T3-5x","15R1F","15","R1","F","N","T3","5","NR1","UNKNOWN","28.62292","P7","stanford_expts","5"
"15R1F-Y-T3-1x","15R1F","15","R1","F","Y","T3","1","NR1","UNKNOWN","23.99936","P7","stanford_expts","5"
"15R1F-Y-T3-1x","15R1F","15","R1","F","Y","T3","1","NR1","UNKNOWN","24.01895","P7","stanford_expts","5"
"15R1F-Y-T3-5x","15R1F","15","R1","F","Y","T3","5","NR1","UNKNOWN","28.38867","P7","stanford_expts","5"
"15R1F-Y-T5-5x","15R1F","15","R1","F","Y","T5","5","NR1","UNKNOWN","29.23001","P7","stanford_expts","5"
"15R1F-Y-T36-1x","15R1F","15","R1","F","Y","T36","1","NR1","UNKNOWN","24.52297","P7","stanford_expts","5"
"15R1F-Y-T36-1x","15R1F","15","R1","F","Y","T36","1","NR1","UNKNOWN","24.3832","P7","stanford_expts","5"
"15R1F-N-T5-1x","15R1F","15","R1","F","N","T5","1","NR1","UNKNOWN","25.07861","P7","stanford_expts","5"
"15R1F-N-T5-1x","15R1F","15","R1","F","N","T5","1","NR1","UNKNOWN","24.90394","P7","stanford_expts","5"
"15R1F-N-T5-5x","15R1F","15","R1","F","N","T5","5","NR1","UNKNOWN","29.51007","P7","stanford_expts","5"
"15R1F-N-T5-5x","15R1F","15","R1","F","N","T5","5","NR1","UNKNOWN","29.12552","P7","stanford_expts","5"
"15R1F-Y-T5-1x","15R1F","15","R1","F","Y","T5","1","NR1","UNKNOWN","24.15816","P7","stanford_expts","5"
"15R1F-Y-T5-1x","15R1F","15","R1","F","Y","T5","1","NR1","UNKNOWN","23.95636","P7","stanford_expts","5"
"15R1F-Y-T5-5x","15R1F","15","R1","F","Y","T5","5","NR1","UNKNOWN","29.57479","P7","stanford_expts","5"
"15R1F-Y-T7-5x","15R1F","15","R1","F","Y","T7","5","NR1","UNKNOWN","28.69634","P7","stanford_expts","5"
"15R1F-N-T29-5x","15R1F","15","R1","F","N","T29","5","NR1","UNKNOWN","28.70417","P7","stanford_expts","5"
"15R1F-N-T29-5x","15R1F","15","R1","F","N","T29","5","NR1","UNKNOWN","28.83714","P7","stanford_expts","5"
"15R1F-N-T7-1x","15R1F","15","R1","F","N","T7","1","NR1","UNKNOWN","24.68497","P7","stanford_expts","5"
"15R1F-N-T7-1x","15R1F","15","R1","F","N","T7","1","NR1","UNKNOWN","24.36502","P7","stanford_expts","5"
"15R1F-N-T7-5x","15R1F","15","R1","F","N","T7","5","NR1","UNKNOWN","28.65889","P7","stanford_expts","5"
"15R1F-N-T7-5x","15R1F","15","R1","F","N","T7","5","NR1","UNKNOWN","29.40019","P7","stanford_expts","5"
"15R1F-Y-T7-1x","15R1F","15","R1","F","Y","T7","1","NR1","UNKNOWN","24.53614","P7","stanford_expts","5"
"15R1F-Y-T7-1x","15R1F","15","R1","F","Y","T7","1","NR1","UNKNOWN","24.21145","P7","stanford_expts","5"
"15R1F-Y-T7-5x","15R1F","15","R1","F","Y","T7","5","NR1","UNKNOWN","28.61456","P7","stanford_expts","5"
"15R1F-Y-T10-5x","15R1F","15","R1","F","Y","T10","5","NR1","UNKNOWN","28.59976","P7","stanford_expts","5"
"15R1F-N-T36-5x","15R1F","15","R1","F","N","T36","5","NR1","UNKNOWN","29.12751","P7","stanford_expts","5"
"15R1F-N-T36-5x","15R1F","15","R1","F","N","T36","5","NR1","UNKNOWN","28.99957","P7","stanford_expts","5"
"15R1F-N-T10-1x","15R1F","15","R1","F","N","T10","1","NR1","UNKNOWN","24.67488","P7","stanford_expts","5"
"15R1F-N-T10-1x","15R1F","15","R1","F","N","T10","1","NR1","UNKNOWN","24.90117","P7","stanford_expts","5"
"15R1F-N-T10-5x","15R1F","15","R1","F","N","T10","5","NR1","UNKNOWN","29.72116","P7","stanford_expts","5"
"15R1F-N-T10-5x","15R1F","15","R1","F","N","T10","5","NR1","UNKNOWN","29.36184","P7","stanford_expts","5"
"15R1F-Y-T10-1x","15R1F","15","R1","F","Y","T10","1","NR1","UNKNOWN","24.0283","P7","stanford_expts","5"
"15R1F-Y-T10-1x","15R1F","15","R1","F","Y","T10","1","NR1","UNKNOWN","24.18683","P7","stanford_expts","5"
"15R1F-Y-T10-5x","15R1F","15","R1","F","Y","T10","5","NR1","UNKNOWN","28.68136","P7","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P7","stanford_expts","extraction_control_5"
"15R1F-Y-T14-5x","15R1F","15","R1","F","Y","T14","5","NR1","UNKNOWN","28.91077","P7","stanford_expts","5"
"15R1F-Y-T29-5x","15R1F","15","R1","F","Y","T29","5","NR1","UNKNOWN","28.96371","P7","stanford_expts","5"
"15R1F-Y-T29-5x","15R1F","15","R1","F","Y","T29","5","NR1","UNKNOWN","29.24123","P7","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P7","stanford_expts","extraction_control_5"
"15R1F-N-T14-1x","15R1F","15","R1","F","N","T14","1","NR1","UNKNOWN","24.68376","P7","stanford_expts","5"
"15R1F-N-T14-1x","15R1F","15","R1","F","N","T14","1","NR1","UNKNOWN","24.5568","P7","stanford_expts","5"
"15R1F-N-T14-5x","15R1F","15","R1","F","N","T14","5","NR1","UNKNOWN","29.51703","P7","stanford_expts","5"
"15R1F-N-T14-5x","15R1F","15","R1","F","N","T14","5","NR1","UNKNOWN","29.05664","P7","stanford_expts","5"
"15R1F-Y-T14-1x","15R1F","15","R1","F","Y","T14","1","NR1","UNKNOWN","24.00368","P7","stanford_expts","5"
"15R1F-Y-T14-1x","15R1F","15","R1","F","Y","T14","1","NR1","UNKNOWN","24.1524","P7","stanford_expts","5"
"15R1F-Y-T14-5x","15R1F","15","R1","F","Y","T14","5","NR1","UNKNOWN","28.74586","P7","stanford_expts","5"
"15R1F-Y-T22-5x","15R1F","15","R1","F","Y","T22","5","NR1","UNKNOWN","28.8694","P7","stanford_expts","5"
"15R1F-Y-T36-5x","15R1F","15","R1","F","Y","T36","5","NR1","UNKNOWN","29.38756","P7","stanford_expts","5"
"15R1F-Y-T36-5x","15R1F","15","R1","F","Y","T36","5","NR1","UNKNOWN","29.23488","P7","stanford_expts","5"
"15R1F-N-T22-1x","15R1F","15","R1","F","N","T22","1","NR1","UNKNOWN","24.46379","P7","stanford_expts","5"
"15R1F-N-T22-1x","15R1F","15","R1","F","N","T22","1","NR1","UNKNOWN","24.45297","P7","stanford_expts","5"
"15R1F-N-T22-5x","15R1F","15","R1","F","N","T22","5","NR1","UNKNOWN","28.96247","P7","stanford_expts","5"
"15R1F-N-T22-5x","15R1F","15","R1","F","N","T22","5","NR1","UNKNOWN","27.9376","P7","stanford_expts","5"
"15R1F-Y-T22-1x","15R1F","15","R1","F","Y","T22","1","NR1","UNKNOWN","24.43061","P7","stanford_expts","5"
"15R1F-Y-T22-1x","15R1F","15","R1","F","Y","T22","1","NR1","UNKNOWN","24.64915","P7","stanford_expts","5"
"15R1F-Y-T22-5x","15R1F","15","R1","F","Y","T22","5","NR1","UNKNOWN","29.36614","P7","stanford_expts","5"
"15R2F-Y-T0-5x","15R2F","15","R2","F","Y","T0","5","NR1","UNKNOWN","33.75163","P9","stanford_expts","5"
"15R2F-N-T29-1x","15R2F","15","R2","F","N","T29","1","NR1","UNKNOWN","25.38523","P9","stanford_expts","5"
"15R2F-N-T29-1x","15R2F","15","R2","F","N","T29","1","NR1","UNKNOWN","25.135","P9","stanford_expts","5"
"15R2F-N-T0-1x","15R2F","15","R2","F","N","T0","1","NR1","UNKNOWN","25.60822","P9","stanford_expts","5"
"15R2F-N-T0-1x","15R2F","15","R2","F","N","T0","1","NR1","UNKNOWN","25.47768","P9","stanford_expts","5"
"15R2F-N-T0-5x","15R2F","15","R2","F","N","T0","5","NR1","UNKNOWN","29.75188","P9","stanford_expts","5"
"15R2F-N-T0-5x","15R2F","15","R2","F","N","T0","5","NR1","UNKNOWN","31.24783","P9","stanford_expts","5"
"15R2F-Y-T0-1x","15R2F","15","R2","F","Y","T0","1","NR1","UNKNOWN","27.57421","P9","stanford_expts","5"
"15R2F-Y-T0-1x","15R2F","15","R2","F","Y","T0","1","NR1","UNKNOWN","27.35449","P9","stanford_expts","5"
"15R2F-Y-T0-5x","15R2F","15","R2","F","Y","T0","5","NR1","UNKNOWN","31.92049","P9","stanford_expts","5"
"15R2F-Y-T1-5x","15R2F","15","R2","F","Y","T1","5","NR1","UNKNOWN","31.37399","P9","stanford_expts","5"
"15R2F-N-T36-1x","15R2F","15","R2","F","N","T36","1","NR1","UNKNOWN","27.17891","P9","stanford_expts","5"
"15R2F-N-T36-1x","15R2F","15","R2","F","N","T36","1","NR1","UNKNOWN","27.20075","P9","stanford_expts","5"
"15R2F-N-T1-1x","15R2F","15","R2","F","N","T1","1","NR1","UNKNOWN","26.96518","P9","stanford_expts","5"
"15R2F-N-T1-1x","15R2F","15","R2","F","N","T1","1","NR1","UNKNOWN","27.33515","P9","stanford_expts","5"
"15R2F-N-T1-5x","15R2F","15","R2","F","N","T1","5","NR1","UNKNOWN","30.74456","P9","stanford_expts","5"
"15R2F-N-T1-5x","15R2F","15","R2","F","N","T1","5","NR1","UNKNOWN","30.84283","P9","stanford_expts","5"
"15R2F-Y-T1-1x","15R2F","15","R2","F","Y","T1","1","NR1","UNKNOWN","27.7973","P9","stanford_expts","5"
"15R2F-Y-T1-1x","15R2F","15","R2","F","Y","T1","1","NR1","UNKNOWN","27.74564","P9","stanford_expts","5"
"15R2F-Y-T1-5x","15R2F","15","R2","F","Y","T1","5","NR1","UNKNOWN","Undetermined","P9","stanford_expts","5"
"15R2F-Y-T3-5x","15R2F","15","R2","F","Y","T3","5","NR1","UNKNOWN","31.88976","P9","stanford_expts","5"
"15R2F-Y-T29-1x","15R2F","15","R2","F","Y","T29","1","NR1","UNKNOWN","25.67069","P9","stanford_expts","5"
"15R2F-Y-T29-1x","15R2F","15","R2","F","Y","T29","1","NR1","UNKNOWN","25.75792","P9","stanford_expts","5"
"15R2F-N-T3-1x","15R2F","15","R2","F","N","T3","1","NR1","UNKNOWN","26.58599","P9","stanford_expts","5"
"15R2F-N-T3-1x","15R2F","15","R2","F","N","T3","1","NR1","UNKNOWN","26.61848","P9","stanford_expts","5"
"15R2F-N-T3-5x","15R2F","15","R2","F","N","T3","5","NR1","UNKNOWN","30.87946","P9","stanford_expts","5"
"15R2F-N-T3-5x","15R2F","15","R2","F","N","T3","5","NR1","UNKNOWN","30.39782","P9","stanford_expts","5"
"15R2F-Y-T3-1x","15R2F","15","R2","F","Y","T3","1","NR1","UNKNOWN","26.73753","P9","stanford_expts","5"
"15R2F-Y-T3-1x","15R2F","15","R2","F","Y","T3","1","NR1","UNKNOWN","28.20262","P9","stanford_expts","5"
"15R2F-Y-T3-5x","15R2F","15","R2","F","Y","T3","5","NR1","UNKNOWN","31.60754","P9","stanford_expts","5"
"15R2F-Y-T5-5x","15R2F","15","R2","F","Y","T5","5","NR1","UNKNOWN","31.77108","P9","stanford_expts","5"
"15R2F-Y-T36-1x","15R2F","15","R2","F","Y","T36","1","NR1","UNKNOWN","26.32896","P9","stanford_expts","5"
"15R2F-Y-T36-1x","15R2F","15","R2","F","Y","T36","1","NR1","UNKNOWN","26.31335","P9","stanford_expts","5"
"15R2F-N-T5-1x","15R2F","15","R2","F","N","T5","1","NR1","UNKNOWN","25.80943","P9","stanford_expts","5"
"15R2F-N-T5-1x","15R2F","15","R2","F","N","T5","1","NR1","UNKNOWN","25.7411","P9","stanford_expts","5"
"15R2F-N-T5-5x","15R2F","15","R2","F","N","T5","5","NR1","UNKNOWN","30.91638","P9","stanford_expts","5"
"15R2F-N-T5-5x","15R2F","15","R2","F","N","T5","5","NR1","UNKNOWN","30.96868","P9","stanford_expts","5"
"15R2F-Y-T5-1x","15R2F","15","R2","F","Y","T5","1","NR1","UNKNOWN","29.86259","P9","stanford_expts","5"
"15R2F-Y-T5-1x","15R2F","15","R2","F","Y","T5","1","NR1","UNKNOWN","26.57932","P9","stanford_expts","5"
"15R2F-Y-T5-5x","15R2F","15","R2","F","Y","T5","5","NR1","UNKNOWN","31.6849","P9","stanford_expts","5"
"15R2F-Y-T7-5x","15R2F","15","R2","F","Y","T7","5","NR1","UNKNOWN","32.39767","P9","stanford_expts","5"
"15R2F-N-T29-5x","15R2F","15","R2","F","N","T29","5","NR1","UNKNOWN","29.49549","P9","stanford_expts","5"
"15R2F-N-T29-5x","15R2F","15","R2","F","N","T29","5","NR1","UNKNOWN","31.44236","P9","stanford_expts","5"
"15R2F-N-T7-1x","15R2F","15","R2","F","N","T7","1","NR1","UNKNOWN","26.11072","P9","stanford_expts","5"
"15R2F-N-T7-1x","15R2F","15","R2","F","N","T7","1","NR1","UNKNOWN","26.2291","P9","stanford_expts","5"
"15R2F-N-T7-5x","15R2F","15","R2","F","N","T7","5","NR1","UNKNOWN","32.56426","P9","stanford_expts","5"
"15R2F-N-T7-5x","15R2F","15","R2","F","N","T7","5","NR1","UNKNOWN","32.23738","P9","stanford_expts","5"
"15R2F-Y-T7-1x","15R2F","15","R2","F","Y","T7","1","NR1","UNKNOWN","25.95949","P9","stanford_expts","5"
"15R2F-Y-T7-1x","15R2F","15","R2","F","Y","T7","1","NR1","UNKNOWN","26.77384","P9","stanford_expts","5"
"15R2F-Y-T7-5x","15R2F","15","R2","F","Y","T7","5","NR1","UNKNOWN","30.79535","P9","stanford_expts","5"
"15R2F-Y-T10-5x","15R2F","15","R2","F","Y","T10","5","NR1","UNKNOWN","31.17496","P9","stanford_expts","5"
"15R2F-N-T36-5x","15R2F","15","R2","F","N","T36","5","NR1","UNKNOWN","33.16537","P9","stanford_expts","5"
"15R2F-N-T36-5x","15R2F","15","R2","F","N","T36","5","NR1","UNKNOWN","33.6634","P9","stanford_expts","5"
"15R2F-N-T10-1x","15R2F","15","R2","F","N","T10","1","NR1","UNKNOWN","27.64651","P9","stanford_expts","5"
"15R2F-N-T10-1x","15R2F","15","R2","F","N","T10","1","NR1","UNKNOWN","27.75629","P9","stanford_expts","5"
"15R2F-N-T10-5x","15R2F","15","R2","F","N","T10","5","NR1","UNKNOWN","32.36976","P9","stanford_expts","5"
"15R2F-N-T10-5x","15R2F","15","R2","F","N","T10","5","NR1","UNKNOWN","33.38811","P9","stanford_expts","5"
"15R2F-Y-T10-1x","15R2F","15","R2","F","Y","T10","1","NR1","UNKNOWN","26.4777","P9","stanford_expts","5"
"15R2F-Y-T10-1x","15R2F","15","R2","F","Y","T10","1","NR1","UNKNOWN","26.44038","P9","stanford_expts","5"
"15R2F-Y-T10-5x","15R2F","15","R2","F","Y","T10","5","NR1","UNKNOWN","31.74762","P9","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P9","stanford_expts","extraction_control_5"
"15R2F-Y-T14-5x","15R2F","15","R2","F","Y","T14","5","NR1","UNKNOWN","31.67459","P9","stanford_expts","5"
"15R2F-Y-T29-5x","15R2F","15","R2","F","Y","T29","5","NR1","UNKNOWN","31.13344","P9","stanford_expts","5"
"15R2F-Y-T29-5x","15R2F","15","R2","F","Y","T29","5","NR1","UNKNOWN","31.52016","P9","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P9","stanford_expts","extraction_control_5"
"15R2F-N-T14-1x","15R2F","15","R2","F","N","T14","1","NR1","UNKNOWN","26.12832","P9","stanford_expts","5"
"15R2F-N-T14-1x","15R2F","15","R2","F","N","T14","1","NR1","UNKNOWN","25.59304","P9","stanford_expts","5"
"15R2F-N-T14-5x","15R2F","15","R2","F","N","T14","5","NR1","UNKNOWN","31.52919","P9","stanford_expts","5"
"15R2F-N-T14-5x","15R2F","15","R2","F","N","T14","5","NR1","UNKNOWN","30.53274","P9","stanford_expts","5"
"15R2F-Y-T14-1x","15R2F","15","R2","F","Y","T14","1","NR1","UNKNOWN","26.40113","P9","stanford_expts","5"
"15R2F-Y-T14-1x","15R2F","15","R2","F","Y","T14","1","NR1","UNKNOWN","26.42418","P9","stanford_expts","5"
"15R2F-Y-T14-5x","15R2F","15","R2","F","Y","T14","5","NR1","UNKNOWN","31.92272","P9","stanford_expts","5"
"15R2F-Y-T22-5x","15R2F","15","R2","F","Y","T22","5","NR1","UNKNOWN","31.2225","P9","stanford_expts","5"
"15R2F-Y-T36-5x","15R2F","15","R2","F","Y","T36","5","NR1","UNKNOWN","30.66628","P9","stanford_expts","5"
"15R2F-Y-T36-5x","15R2F","15","R2","F","Y","T36","5","NR1","UNKNOWN","31.56288","P9","stanford_expts","5"
"15R2F-N-T22-1x","15R2F","15","R2","F","N","T22","1","NR1","UNKNOWN","25.63157","P9","stanford_expts","5"
"15R2F-N-T22-1x","15R2F","15","R2","F","N","T22","1","NR1","UNKNOWN","25.21924","P9","stanford_expts","5"
"15R2F-N-T22-5x","15R2F","15","R2","F","N","T22","5","NR1","UNKNOWN","29.86889","P9","stanford_expts","5"
"15R2F-N-T22-5x","15R2F","15","R2","F","N","T22","5","NR1","UNKNOWN","30.98191","P9","stanford_expts","5"
"15R2F-Y-T22-1x","15R2F","15","R2","F","Y","T22","1","NR1","UNKNOWN","26.36128","P9","stanford_expts","5"
"15R2F-Y-T22-1x","15R2F","15","R2","F","Y","T22","1","NR1","UNKNOWN","27.56576","P9","stanford_expts","5"
"15R2F-Y-T22-5x","15R2F","15","R2","F","Y","T22","5","NR1","UNKNOWN","29.49602","P9","stanford_expts","5"
"15R2F-Y-T0-5x","15R2F","15","R2","F","Y","T0","5","MP1","UNKNOWN","17.57916","P10","stanford_expts","5"
"15R2F-N-T29-1x","15R2F","15","R2","F","N","T29","1","MP1","UNKNOWN","18.28646","P10","stanford_expts","5"
"15R2F-N-T29-1x","15R2F","15","R2","F","N","T29","1","MP1","UNKNOWN","19.28653","P10","stanford_expts","5"
"15R2F-N-T0-1x","15R2F","15","R2","F","N","T0","1","MP1","UNKNOWN","13.27211","P10","stanford_expts","5"
"15R2F-N-T0-1x","15R2F","15","R2","F","N","T0","1","MP1","UNKNOWN","13.33204","P10","stanford_expts","5"
"15R2F-N-T0-5x","15R2F","15","R2","F","N","T0","5","MP1","UNKNOWN","16.61949","P10","stanford_expts","5"
"15R2F-N-T0-5x","15R2F","15","R2","F","N","T0","5","MP1","UNKNOWN","16.74786","P10","stanford_expts","5"
"15R2F-Y-T0-1x","15R2F","15","R2","F","Y","T0","1","MP1","UNKNOWN","13.9547","P10","stanford_expts","5"
"15R2F-Y-T0-1x","15R2F","15","R2","F","Y","T0","1","MP1","UNKNOWN","14.88606","P10","stanford_expts","5"
"15R2F-Y-T0-5x","15R2F","15","R2","F","Y","T0","5","MP1","UNKNOWN","17.34695","P10","stanford_expts","5"
"15R2F-Y-T1-5x","15R2F","15","R2","F","Y","T1","5","MP1","UNKNOWN","18.40227","P10","stanford_expts","5"
"15R2F-N-T36-1x","15R2F","15","R2","F","N","T36","1","MP1","UNKNOWN","20.3619","P10","stanford_expts","5"
"15R2F-N-T36-1x","15R2F","15","R2","F","N","T36","1","MP1","UNKNOWN","21.52415","P10","stanford_expts","5"
"15R2F-N-T1-1x","15R2F","15","R2","F","N","T1","1","MP1","UNKNOWN","14.22562","P10","stanford_expts","5"
"15R2F-N-T1-1x","15R2F","15","R2","F","N","T1","1","MP1","UNKNOWN","14.27234","P10","stanford_expts","5"
"15R2F-N-T1-5x","15R2F","15","R2","F","N","T1","5","MP1","UNKNOWN","17.46324","P10","stanford_expts","5"
"15R2F-N-T1-5x","15R2F","15","R2","F","N","T1","5","MP1","UNKNOWN","16.95181","P10","stanford_expts","5"
"15R2F-Y-T1-1x","15R2F","15","R2","F","Y","T1","1","MP1","UNKNOWN","14.35393","P10","stanford_expts","5"
"15R2F-Y-T1-1x","15R2F","15","R2","F","Y","T1","1","MP1","UNKNOWN","14.96805","P10","stanford_expts","5"
"15R2F-Y-T1-5x","15R2F","15","R2","F","Y","T1","5","MP1","UNKNOWN","18.31368","P10","stanford_expts","5"
"15R2F-Y-T3-5x","15R2F","15","R2","F","Y","T3","5","MP1","UNKNOWN","19.22485","P10","stanford_expts","5"
"15R2F-Y-T29-1x","15R2F","15","R2","F","Y","T29","1","MP1","UNKNOWN","18.50474","P10","stanford_expts","5"
"15R2F-Y-T29-1x","15R2F","15","R2","F","Y","T29","1","MP1","UNKNOWN","19.62176","P10","stanford_expts","5"
"15R2F-N-T3-1x","15R2F","15","R2","F","N","T3","1","MP1","UNKNOWN","14.69531","P10","stanford_expts","5"
"15R2F-N-T3-1x","15R2F","15","R2","F","N","T3","1","MP1","UNKNOWN","14.67394","P10","stanford_expts","5"
"15R2F-N-T3-5x","15R2F","15","R2","F","N","T3","5","MP1","UNKNOWN","18.00442","P10","stanford_expts","5"
"15R2F-N-T3-5x","15R2F","15","R2","F","N","T3","5","MP1","UNKNOWN","18.2712","P10","stanford_expts","5"
"15R2F-Y-T3-1x","15R2F","15","R2","F","Y","T3","1","MP1","UNKNOWN","15.57901","P10","stanford_expts","5"
"15R2F-Y-T3-1x","15R2F","15","R2","F","Y","T3","1","MP1","UNKNOWN","Undetermined","P10","stanford_expts","5"
"15R2F-Y-T3-5x","15R2F","15","R2","F","Y","T3","5","MP1","UNKNOWN","19.56388","P10","stanford_expts","5"
"15R2F-Y-T5-5x","15R2F","15","R2","F","Y","T5","5","MP1","UNKNOWN","19.91901","P10","stanford_expts","5"
"15R2F-Y-T36-1x","15R2F","15","R2","F","Y","T36","1","MP1","UNKNOWN","20.14082","P10","stanford_expts","5"
"15R2F-Y-T36-1x","15R2F","15","R2","F","Y","T36","1","MP1","UNKNOWN","21.21024","P10","stanford_expts","5"
"15R2F-N-T5-1x","15R2F","15","R2","F","N","T5","1","MP1","UNKNOWN","15.54545","P10","stanford_expts","5"
"15R2F-N-T5-1x","15R2F","15","R2","F","N","T5","1","MP1","UNKNOWN","15.26722","P10","stanford_expts","5"
"15R2F-N-T5-5x","15R2F","15","R2","F","N","T5","5","MP1","UNKNOWN","19.77334","P10","stanford_expts","5"
"15R2F-N-T5-5x","15R2F","15","R2","F","N","T5","5","MP1","UNKNOWN","19.69921","P10","stanford_expts","5"
"15R2F-Y-T5-1x","15R2F","15","R2","F","Y","T5","1","MP1","UNKNOWN","15.88173","P10","stanford_expts","5"
"15R2F-Y-T5-1x","15R2F","15","R2","F","Y","T5","1","MP1","UNKNOWN","16.14209","P10","stanford_expts","5"
"15R2F-Y-T5-5x","15R2F","15","R2","F","Y","T5","5","MP1","UNKNOWN","19.89771","P10","stanford_expts","5"
"15R2F-Y-T7-5x","15R2F","15","R2","F","Y","T7","5","MP1","UNKNOWN","20.67268","P10","stanford_expts","5"
"15R2F-N-T29-5x","15R2F","15","R2","F","N","T29","5","MP1","UNKNOWN","21.88881","P10","stanford_expts","5"
"15R2F-N-T29-5x","15R2F","15","R2","F","N","T29","5","MP1","UNKNOWN","24.15437","P10","stanford_expts","5"
"15R2F-N-T7-1x","15R2F","15","R2","F","N","T7","1","MP1","UNKNOWN","16.51364","P10","stanford_expts","5"
"15R2F-N-T7-1x","15R2F","15","R2","F","N","T7","1","MP1","UNKNOWN","16.46996","P10","stanford_expts","5"
"15R2F-N-T7-5x","15R2F","15","R2","F","N","T7","5","MP1","UNKNOWN","20.36192","P10","stanford_expts","5"
"15R2F-N-T7-5x","15R2F","15","R2","F","N","T7","5","MP1","UNKNOWN","20.62621","P10","stanford_expts","5"
"15R2F-Y-T7-1x","15R2F","15","R2","F","Y","T7","1","MP1","UNKNOWN","17.51686","P10","stanford_expts","5"
"15R2F-Y-T7-1x","15R2F","15","R2","F","Y","T7","1","MP1","UNKNOWN","16.69118","P10","stanford_expts","5"
"15R2F-Y-T7-5x","15R2F","15","R2","F","Y","T7","5","MP1","UNKNOWN","20.64727","P10","stanford_expts","5"
"15R2F-Y-T10-5x","15R2F","15","R2","F","Y","T10","5","MP1","UNKNOWN","21.66187","P10","stanford_expts","5"
"15R2F-N-T36-5x","15R2F","15","R2","F","N","T36","5","MP1","UNKNOWN","24.66511","P10","stanford_expts","5"
"15R2F-N-T36-5x","15R2F","15","R2","F","N","T36","5","MP1","UNKNOWN","26.79726","P10","stanford_expts","5"
"15R2F-N-T10-1x","15R2F","15","R2","F","N","T10","1","MP1","UNKNOWN","17.74925","P10","stanford_expts","5"
