"sample_id","id","storage_condition","reactor","filtered","RNase_treated","time_point","dilution_factor","target","task","CT","plate_id","Exp_loc","experiment"
"20R1F-Y-T0-1x","20R1F","20","R1","F","Y","T0","1","NR1","UNKNOWN","25.88317","P15","stanford_expts","5"
"20R1F-Y-T0-1x","20R1F","20","R1","F","Y","T0","1","NR1","UNKNOWN","25.52725","P15","stanford_expts","5"
"20R1F-Y-T0-5x","20R1F","20","R1","F","Y","T0","5","NR1","UNKNOWN","30.65681","P15","stanford_expts","5"
"20R1F-Y-T1-5x","20R1F","20","R1","F","Y","T1","5","NR1","UNKNOWN","29.85108","P15","stanford_expts","5"
"20R1F-N-T36-1x","20R1F","20","R1","F","N","T36","1","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T1-1x","20R1F","20","R1","F","N","T1","1","NR1","UNKNOWN","26.23176","P15","stanford_expts","5"
"20R1F-N-T1-1x","20R1F","20","R1","F","N","T1","1","NR1","UNKNOWN","26.30877","P15","stanford_expts","5"
"20R1F-N-T1-5x","20R1F","20","R1","F","N","T1","5","NR1","UNKNOWN","31.34696","P15","stanford_expts","5"
"20R1F-N-T1-5x","20R1F","20","R1","F","N","T1","5","NR1","UNKNOWN","31.4233","P15","stanford_expts","5"
"20R1F-Y-T1-1x","20R1F","20","R1","F","Y","T1","1","NR1","UNKNOWN","24.95637","P15","stanford_expts","5"
"20R1F-Y-T1-1x","20R1F","20","R1","F","Y","T1","1","NR1","UNKNOWN","24.76768","P15","stanford_expts","5"
"20R1F-N-T36-1x","20R1F","20","R1","F","N","T36","1","NR1","UNKNOWN","39.54696","P15","stanford_expts","5"
"20R1F-Y-T3-5x","20R1F","20","R1","F","Y","T3","5","NR1","UNKNOWN","32.05344","P15","stanford_expts","5"
"20R1F-Y-T29-1x","20R1F","20","R1","F","Y","T29","1","NR1","UNKNOWN","31.70762","P15","stanford_expts","5"
"20R1F-Y-T29-1x","20R1F","20","R1","F","Y","T29","1","NR1","UNKNOWN","31.67728","P15","stanford_expts","5"
"20R1F-N-T3-1x","20R1F","20","R1","F","N","T3","1","NR1","UNKNOWN","25.18932","P15","stanford_expts","5"
"20R1F-N-T3-1x","20R1F","20","R1","F","N","T3","1","NR1","UNKNOWN","25.68177","P15","stanford_expts","5"
"20R1F-N-T3-5x","20R1F","20","R1","F","N","T3","5","NR1","UNKNOWN","31.2497","P15","stanford_expts","5"
"20R1F-N-T3-5x","20R1F","20","R1","F","N","T3","5","NR1","UNKNOWN","30.94329","P15","stanford_expts","5"
"20R1F-Y-T3-1x","20R1F","20","R1","F","Y","T3","1","NR1","UNKNOWN","24.95205","P15","stanford_expts","5"
"20R1F-Y-T3-1x","20R1F","20","R1","F","Y","T3","1","NR1","UNKNOWN","25.07965","P15","stanford_expts","5"
"20R1F-Y-T3-5x","20R1F","20","R1","F","Y","T3","5","NR1","UNKNOWN","32.07659","P15","stanford_expts","5"
"20R1F-Y-T5-5x","20R1F","20","R1","F","Y","T5","5","NR1","UNKNOWN","33.60705","P15","stanford_expts","5"
"20R1F-Y-T36-1x","20R1F","20","R1","F","Y","T36","1","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-Y-T36-1x","20R1F","20","R1","F","Y","T36","1","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T5-1x","20R1F","20","R1","F","N","T5","1","NR1","UNKNOWN","25.47909","P15","stanford_expts","5"
"20R1F-N-T5-1x","20R1F","20","R1","F","N","T5","1","NR1","UNKNOWN","25.62655","P15","stanford_expts","5"
"20R1F-N-T5-5x","20R1F","20","R1","F","N","T5","5","NR1","UNKNOWN","31.58145","P15","stanford_expts","5"
"20R1F-N-T5-5x","20R1F","20","R1","F","N","T5","5","NR1","UNKNOWN","31.43218","P15","stanford_expts","5"
"20R1F-Y-T5-1x","20R1F","20","R1","F","Y","T5","1","NR1","UNKNOWN","27.39985","P15","stanford_expts","5"
"20R1F-Y-T5-1x","20R1F","20","R1","F","Y","T5","1","NR1","UNKNOWN","27.11606","P15","stanford_expts","5"
"20R1F-Y-T5-5x","20R1F","20","R1","F","Y","T5","5","NR1","UNKNOWN","32.20692","P15","stanford_expts","5"
"20R1F-Y-T7-5x","20R1F","20","R1","F","Y","T7","5","NR1","UNKNOWN","32.41962","P15","stanford_expts","5"
"20R1F-N-T29-5x","20R1F","20","R1","F","N","T29","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T29-5x","20R1F","20","R1","F","N","T29","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T7-1x","20R1F","20","R1","F","N","T7","1","NR1","UNKNOWN","25.81543","P15","stanford_expts","5"
"20R1F-N-T7-1x","20R1F","20","R1","F","N","T7","1","NR1","UNKNOWN","25.5088","P15","stanford_expts","5"
"20R1F-N-T7-5x","20R1F","20","R1","F","N","T7","5","NR1","UNKNOWN","32.42215","P15","stanford_expts","5"
"20R1F-N-T7-5x","20R1F","20","R1","F","N","T7","5","NR1","UNKNOWN","31.44918","P15","stanford_expts","5"
"20R1F-Y-T7-1x","20R1F","20","R1","F","Y","T7","1","NR1","UNKNOWN","26.79177","P15","stanford_expts","5"
"20R1F-Y-T7-1x","20R1F","20","R1","F","Y","T7","1","NR1","UNKNOWN","25.69474","P15","stanford_expts","5"
"20R1F-Y-T7-5x","20R1F","20","R1","F","Y","T7","5","NR1","UNKNOWN","31.99806","P15","stanford_expts","5"
"20R1F-Y-T10-5x","20R1F","20","R1","F","Y","T10","5","NR1","UNKNOWN","34.72123","P15","stanford_expts","5"
"20R1F-N-T36-5x","20R1F","20","R1","F","N","T36","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T36-5x","20R1F","20","R1","F","N","T36","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T10-1x","20R1F","20","R1","F","N","T10","1","NR1","UNKNOWN","24.71653","P15","stanford_expts","5"
"20R1F-N-T10-1x","20R1F","20","R1","F","N","T10","1","NR1","UNKNOWN","24.54786","P15","stanford_expts","5"
"20R1F-N-T10-5x","20R1F","20","R1","F","N","T10","5","NR1","UNKNOWN","31.94763","P15","stanford_expts","5"
"20R1F-N-T10-5x","20R1F","20","R1","F","N","T10","5","NR1","UNKNOWN","30.56634","P15","stanford_expts","5"
"20R1F-Y-T10-1x","20R1F","20","R1","F","Y","T10","1","NR1","UNKNOWN","30.19304","P15","stanford_expts","5"
"20R1F-Y-T10-1x","20R1F","20","R1","F","Y","T10","1","NR1","UNKNOWN","30.52302","P15","stanford_expts","5"
"20R1F-Y-T10-5x","20R1F","20","R1","F","Y","T10","5","NR1","UNKNOWN","35.66596","P15","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P15","stanford_expts","extraction_control_5"
"20R1F-Y-T14-5x","20R1F","20","R1","F","Y","T14","5","NR1","UNKNOWN","33.40104","P15","stanford_expts","5"
"20R1F-Y-T29-5x","20R1F","20","R1","F","Y","T29","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-Y-T29-5x","20R1F","20","R1","F","Y","T29","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P15","stanford_expts","extraction_control_5"
"20R1F-N-T14-1x","20R1F","20","R1","F","N","T14","1","NR1","UNKNOWN","26.66541","P15","stanford_expts","5"
"20R1F-N-T14-1x","20R1F","20","R1","F","N","T14","1","NR1","UNKNOWN","26.40204","P15","stanford_expts","5"
"20R1F-N-T14-5x","20R1F","20","R1","F","N","T14","5","NR1","UNKNOWN","33.60096","P15","stanford_expts","5"
"20R1F-N-T14-5x","20R1F","20","R1","F","N","T14","5","NR1","UNKNOWN","31.84151","P15","stanford_expts","5"
"20R1F-Y-T14-1x","20R1F","20","R1","F","Y","T14","1","NR1","UNKNOWN","27.26108","P15","stanford_expts","5"
"20R1F-Y-T14-1x","20R1F","20","R1","F","Y","T14","1","NR1","UNKNOWN","27.75686","P15","stanford_expts","5"
"20R1F-Y-T14-5x","20R1F","20","R1","F","Y","T14","5","NR1","UNKNOWN","33.93018","P15","stanford_expts","5"
"20R1F-Y-T22-5x","20R1F","20","R1","F","Y","T22","5","NR1","UNKNOWN","37.24222","P15","stanford_expts","5"
"20R1F-Y-T36-5x","20R1F","20","R1","F","Y","T36","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-Y-T36-5x","20R1F","20","R1","F","Y","T36","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-N-T22-1x","20R1F","20","R1","F","N","T22","1","NR1","UNKNOWN","30.66637","P15","stanford_expts","5"
"20R1F-N-T22-1x","20R1F","20","R1","F","N","T22","1","NR1","UNKNOWN","31.38888","P15","stanford_expts","5"
"20R1F-N-T22-5x","20R1F","20","R1","F","N","T22","5","NR1","UNKNOWN","38.3205","P15","stanford_expts","5"
"20R1F-N-T22-5x","20R1F","20","R1","F","N","T22","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-Y-T22-1x","20R1F","20","R1","F","Y","T22","1","NR1","UNKNOWN","30.70553","P15","stanford_expts","5"
"20R1F-Y-T22-1x","20R1F","20","R1","F","Y","T22","1","NR1","UNKNOWN","31.18476","P15","stanford_expts","5"
"20R1F-Y-T22-5x","20R1F","20","R1","F","Y","T22","5","NR1","UNKNOWN","Undetermined","P15","stanford_expts","5"
"20R1F-Y-T0-5x","20R1F","20","R1","F","Y","T0","5","MP1","UNKNOWN","16.3921","P16","stanford_expts","5"
"20R1F-N-T29-1x","20R1F","20","R1","F","N","T29","1","MP1","UNKNOWN","23.88962","P16","stanford_expts","5"
"20R1F-N-T29-1x","20R1F","20","R1","F","N","T29","1","MP1","UNKNOWN","23.73946","P16","stanford_expts","5"
"20R1F-N-T0-1x","20R1F","20","R1","F","N","T0","1","MP1","UNKNOWN","13.13987","P16","stanford_expts","5"
"20R1F-N-T0-1x","20R1F","20","R1","F","N","T0","1","MP1","UNKNOWN","13.28796","P16","stanford_expts","5"
"20R1F-N-T0-5x","20R1F","20","R1","F","N","T0","5","MP1","UNKNOWN","20.2683","P16","stanford_expts","5"
"20R1F-N-T0-5x","20R1F","20","R1","F","N","T0","5","MP1","UNKNOWN","19.50513","P16","stanford_expts","5"
"20R1F-Y-T0-1x","20R1F","20","R1","F","Y","T0","1","MP1","UNKNOWN","13.14479","P16","stanford_expts","5"
"20R1F-Y-T0-1x","20R1F","20","R1","F","Y","T0","1","MP1","UNKNOWN","12.80705","P16","stanford_expts","5"
"20R1F-Y-T0-5x","20R1F","20","R1","F","Y","T0","5","MP1","UNKNOWN","16.84503","P16","stanford_expts","5"
"20R1F-Y-T1-5x","20R1F","20","R1","F","Y","T1","5","MP1","UNKNOWN","17.01581","P16","stanford_expts","5"
"20R1F-N-T36-1x","20R1F","20","R1","F","N","T36","1","MP1","UNKNOWN","31.63293","P16","stanford_expts","5"
"20R1F-N-T36-1x","20R1F","20","R1","F","N","T36","1","MP1","UNKNOWN","32.66137","P16","stanford_expts","5"
"20R1F-N-T1-1x","20R1F","20","R1","F","N","T1","1","MP1","UNKNOWN","14.43791","P16","stanford_expts","5"
"20R1F-N-T1-1x","20R1F","20","R1","F","N","T1","1","MP1","UNKNOWN","14.34318","P16","stanford_expts","5"
"20R1F-N-T1-5x","20R1F","20","R1","F","N","T1","5","MP1","UNKNOWN","17.69425","P16","stanford_expts","5"
"20R1F-N-T1-5x","20R1F","20","R1","F","N","T1","5","MP1","UNKNOWN","17.58588","P16","stanford_expts","5"
"20R1F-Y-T1-1x","20R1F","20","R1","F","Y","T1","1","MP1","UNKNOWN","13.74234","P16","stanford_expts","5"
"20R1F-Y-T1-1x","20R1F","20","R1","F","Y","T1","1","MP1","UNKNOWN","14.67116","P16","stanford_expts","5"
"20R1F-Y-T1-5x","20R1F","20","R1","F","Y","T1","5","MP1","UNKNOWN","17.02802","P16","stanford_expts","5"
"20R1F-Y-T3-5x","20R1F","20","R1","F","Y","T3","5","MP1","UNKNOWN","18.59485","P16","stanford_expts","5"
"20R1F-Y-T29-1x","20R1F","20","R1","F","Y","T29","1","MP1","UNKNOWN","25.38824","P16","stanford_expts","5"
"20R1F-Y-T29-1x","20R1F","20","R1","F","Y","T29","1","MP1","UNKNOWN","25.19489","P16","stanford_expts","5"
"20R1F-N-T3-1x","20R1F","20","R1","F","N","T3","1","MP1","UNKNOWN","14.14255","P16","stanford_expts","5"
"20R1F-N-T3-1x","20R1F","20","R1","F","N","T3","1","MP1","UNKNOWN","14.07501","P16","stanford_expts","5"
"20R1F-N-T3-5x","20R1F","20","R1","F","N","T3","5","MP1","UNKNOWN","18.37123","P16","stanford_expts","5"
"20R1F-N-T3-5x","20R1F","20","R1","F","N","T3","5","MP1","UNKNOWN","19.04537","P16","stanford_expts","5"
"20R1F-Y-T3-1x","20R1F","20","R1","F","Y","T3","1","MP1","UNKNOWN","14.42464","P16","stanford_expts","5"
"20R1F-Y-T3-1x","20R1F","20","R1","F","Y","T3","1","MP1","UNKNOWN","14.56636","P16","stanford_expts","5"
"20R1F-Y-T3-5x","20R1F","20","R1","F","Y","T3","5","MP1","UNKNOWN","19.38696","P16","stanford_expts","5"
"20R1F-Y-T5-5x","20R1F","20","R1","F","Y","T5","5","MP1","UNKNOWN","21.70653","P16","stanford_expts","5"
"20R1F-Y-T36-1x","20R1F","20","R1","F","Y","T36","1","MP1","UNKNOWN","Undetermined","P16","stanford_expts","5"
"20R1F-Y-T36-1x","20R1F","20","R1","F","Y","T36","1","MP1","UNKNOWN","Undetermined","P16","stanford_expts","5"
"20R1F-N-T5-1x","20R1F","20","R1","F","N","T5","1","MP1","UNKNOWN","15.31642","P16","stanford_expts","5"
"20R1F-N-T5-1x","20R1F","20","R1","F","N","T5","1","MP1","UNKNOWN","15.57352","P16","stanford_expts","5"
"20R1F-N-T5-5x","20R1F","20","R1","F","N","T5","5","MP1","UNKNOWN","19.74576","P16","stanford_expts","5"
"20R1F-N-T5-5x","20R1F","20","R1","F","N","T5","5","MP1","UNKNOWN","19.61006","P16","stanford_expts","5"
"20R1F-Y-T5-1x","20R1F","20","R1","F","Y","T5","1","MP1","UNKNOWN","17.51515","P16","stanford_expts","5"
"20R1F-Y-T5-1x","20R1F","20","R1","F","Y","T5","1","MP1","UNKNOWN","17.38708","P16","stanford_expts","5"
"20R1F-Y-T5-5x","20R1F","20","R1","F","Y","T5","5","MP1","UNKNOWN","21.63367","P16","stanford_expts","5"
"20R1F-Y-T7-5x","20R1F","20","R1","F","Y","T7","5","MP1","UNKNOWN","21.87752","P16","stanford_expts","5"
"20R1F-N-T29-5x","20R1F","20","R1","F","N","T29","5","MP1","UNKNOWN","28.74105","P16","stanford_expts","5"
"20R1F-N-T29-5x","20R1F","20","R1","F","N","T29","5","MP1","UNKNOWN","28.54234","P16","stanford_expts","5"
"20R1F-N-T7-1x","20R1F","20","R1","F","N","T7","1","MP1","UNKNOWN","16.43895","P16","stanford_expts","5"
"20R1F-N-T7-1x","20R1F","20","R1","F","N","T7","1","MP1","UNKNOWN","16.40339","P16","stanford_expts","5"
"20R1F-N-T7-5x","20R1F","20","R1","F","N","T7","5","MP1","UNKNOWN","21.31795","P16","stanford_expts","5"
"20R1F-N-T7-5x","20R1F","20","R1","F","N","T7","5","MP1","UNKNOWN","20.96896","P16","stanford_expts","5"
"20R1F-Y-T7-1x","20R1F","20","R1","F","Y","T7","1","MP1","UNKNOWN","17.25975","P16","stanford_expts","5"
"20R1F-Y-T7-1x","20R1F","20","R1","F","Y","T7","1","MP1","UNKNOWN","17.43299","P16","stanford_expts","5"
"20R1F-Y-T7-5x","20R1F","20","R1","F","Y","T7","5","MP1","UNKNOWN","21.7622","P16","stanford_expts","5"
"20R1F-Y-T10-5x","20R1F","20","R1","F","Y","T10","5","MP1","UNKNOWN","24.96105","P16","stanford_expts","5"
"20R1F-N-T36-5x","20R1F","20","R1","F","N","T36","5","MP1","UNKNOWN","Undetermined","P16","stanford_expts","5"
"20R1F-N-T36-5x","20R1F","20","R1","F","N","T36","5","MP1","UNKNOWN","Undetermined","P16","stanford_expts","5"
"20R1F-N-T10-1x","20R1F","20","R1","F","N","T10","1","MP1","UNKNOWN","16.65042","P16","stanford_expts","5"
"20R1F-N-T10-1x","20R1F","20","R1","F","N","T10","1","MP1","UNKNOWN","16.4805","P16","stanford_expts","5"
"20R1F-N-T10-5x","20R1F","20","R1","F","N","T10","5","MP1","UNKNOWN","21.73297","P16","stanford_expts","5"
"20R1F-N-T10-5x","20R1F","20","R1","F","N","T10","5","MP1","UNKNOWN","21.46569","P16","stanford_expts","5"
"20R1F-Y-T10-1x","20R1F","20","R1","F","Y","T10","1","MP1","UNKNOWN","20.83655","P16","stanford_expts","5"
"20R1F-Y-T10-1x","20R1F","20","R1","F","Y","T10","1","MP1","UNKNOWN","21.35885","P16","stanford_expts","5"
"20R1F-Y-T10-5x","20R1F","20","R1","F","Y","T10","5","MP1","UNKNOWN","25.15644","P16","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"MP1","NTC","Undetermined","P16","stanford_expts","extraction_control_5"
"20R1F-Y-T14-5x","20R1F","20","R1","F","Y","T14","5","MP1","UNKNOWN","23.8324","P16","stanford_expts","5"
"20R1F-Y-T29-5x","20R1F","20","R1","F","Y","T29","5","MP1","UNKNOWN","30.11958","P16","stanford_expts","5"
"20R1F-Y-T29-5x","20R1F","20","R1","F","Y","T29","5","MP1","UNKNOWN","30.28301","P16","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"MP1","NTC","Undetermined","P16","stanford_expts","extraction_control_5"
"20R1F-N-T14-1x","20R1F","20","R1","F","N","T14","1","MP1","UNKNOWN","17.69081","P16","stanford_expts","5"
"20R1F-N-T14-1x","20R1F","20","R1","F","N","T14","1","MP1","UNKNOWN","17.87235","P16","stanford_expts","5"
"20R1F-N-T14-5x","20R1F","20","R1","F","N","T14","5","MP1","UNKNOWN","22.0519","P16","stanford_expts","5"
"20R1F-N-T14-5x","20R1F","20","R1","F","N","T14","5","MP1","UNKNOWN","22.75358","P16","stanford_expts","5"
"20R1F-Y-T14-1x","20R1F","20","R1","F","Y","T14","1","MP1","UNKNOWN","18.87203","P16","stanford_expts","5"
"20R1F-Y-T14-1x","20R1F","20","R1","F","Y","T14","1","MP1","UNKNOWN","19.21612","P16","stanford_expts","5"
"20R1F-Y-T14-5x","20R1F","20","R1","F","Y","T14","5","MP1","UNKNOWN","24.43255","P16","stanford_expts","5"
"20R1F-Y-T22-5x","20R1F","20","R1","F","Y","T22","5","MP1","UNKNOWN","27.37654","P16","stanford_expts","5"
"20R1F-Y-T36-5x","20R1F","20","R1","F","Y","T36","5","MP1","UNKNOWN","36.44842","P16","stanford_expts","5"
"20R1F-Y-T36-5x","20R1F","20","R1","F","Y","T36","5","MP1","UNKNOWN","Undetermined","P16","stanford_expts","5"
"20R1F-N-T22-1x","20R1F","20","R1","F","N","T22","1","MP1","UNKNOWN","21.64167","P16","stanford_expts","5"
"20R1F-N-T22-1x","20R1F","20","R1","F","N","T22","1","MP1","UNKNOWN","21.70506","P16","stanford_expts","5"
"20R1F-N-T22-5x","20R1F","20","R1","F","N","T22","5","MP1","UNKNOWN","26.71539","P16","stanford_expts","5"
"20R1F-N-T22-5x","20R1F","20","R1","F","N","T22","5","MP1","UNKNOWN","27.21257","P16","stanford_expts","5"
"20R1F-Y-T22-1x","20R1F","20","R1","F","Y","T22","1","MP1","UNKNOWN","22.06198","P16","stanford_expts","5"
"20R1F-Y-T22-1x","20R1F","20","R1","F","Y","T22","1","MP1","UNKNOWN","22.40652","P16","stanford_expts","5"
"20R1F-Y-T22-5x","20R1F","20","R1","F","Y","T22","5","MP1","UNKNOWN","27.51976","P16","stanford_expts","5"
"20R2U-N-T29-1x","20R2U","20","R2","U","N","T29","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T29-1x","20R2U","20","R2","U","N","T29","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T0-1x","20R2U","20","R2","U","N","T0","1","NR1","UNKNOWN","27.58977","P17","stanford_expts","5"
"20R2U-N-T0-1x","20R2U","20","R2","U","N","T0","1","NR1","UNKNOWN","27.42378","P17","stanford_expts","5"
"20R2U-N-T0-5x","20R2U","20","R2","U","N","T0","5","NR1","UNKNOWN","32.47449","P17","stanford_expts","5"
"20R2U-N-T0-5x","20R2U","20","R2","U","N","T0","5","NR1","UNKNOWN","32.2762","P17","stanford_expts","5"
"10R2U-N-T36-1x","10R2U","10","R2","U","N","T36","1","NR1","UNKNOWN","35.52188","P17","stanford_expts","5"
"10R2U-N-T36-1x","10R2U","10","R2","U","N","T36","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T1-1x","20R2U","20","R2","U","N","T1","1","NR1","UNKNOWN","25.86256","P17","stanford_expts","5"
"20R2U-N-T1-1x","20R2U","20","R2","U","N","T1","1","NR1","UNKNOWN","25.90528","P17","stanford_expts","5"
"20R2U-N-T1-5x","20R2U","20","R2","U","N","T1","5","NR1","UNKNOWN","31.47849","P17","stanford_expts","5"
"20R2U-N-T1-5x","20R2U","20","R2","U","N","T1","5","NR1","UNKNOWN","31.33418","P17","stanford_expts","5"
"20R2U-N-T3-1x","20R2U","20","R2","U","N","T3","1","NR1","UNKNOWN","30.47709","P17","stanford_expts","5"
"20R2U-N-T3-1x","20R2U","20","R2","U","N","T3","1","NR1","UNKNOWN","30.23554","P17","stanford_expts","5"
"20R2U-N-T3-5x","20R2U","20","R2","U","N","T3","5","NR1","UNKNOWN","37.24308","P17","stanford_expts","5"
"20R2U-N-T3-5x","20R2U","20","R2","U","N","T3","5","NR1","UNKNOWN","35.8428","P17","stanford_expts","5"
"10R2U-Y-T36-1x","10R2U","10","R2","U","Y","T36","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"10R2U-Y-T36-1x","10R2U","10","R2","U","Y","T36","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T5-1x","20R2U","20","R2","U","N","T5","1","NR1","UNKNOWN","33.47161","P17","stanford_expts","5"
"20R2U-N-T5-1x","20R2U","20","R2","U","N","T5","1","NR1","UNKNOWN","33.98112","P17","stanford_expts","5"
"20R2U-N-T5-5x","20R2U","20","R2","U","N","T5","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T5-5x","20R2U","20","R2","U","N","T5","5","NR1","UNKNOWN","38.21022","P17","stanford_expts","5"
"20R2U-N-T29-5x","20R2U","20","R2","U","N","T29","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T29-5x","20R2U","20","R2","U","N","T29","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T7-1x","20R2U","20","R2","U","N","T7","1","NR1","UNKNOWN","36.51375","P17","stanford_expts","5"
"20R2U-N-T7-1x","20R2U","20","R2","U","N","T7","1","NR1","UNKNOWN","33.95905","P17","stanford_expts","5"
"20R2U-N-T7-5x","20R2U","20","R2","U","N","T7","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T7-5x","20R2U","20","R2","U","N","T7","5","NR1","UNKNOWN","38.20356","P17","stanford_expts","5"
"10R2U-N-T36-5x","10R2U","10","R2","U","N","T36","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"10R2U-N-T36-5x","10R2U","10","R2","U","N","T36","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T10-1x","20R2U","20","R2","U","N","T10","1","NR1","UNKNOWN","38.6156","P17","stanford_expts","5"
"20R2U-N-T10-1x","20R2U","20","R2","U","N","T10","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T10-5x","20R2U","20","R2","U","N","T10","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T10-5x","20R2U","20","R2","U","N","T10","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P17","stanford_expts","extraction_control_5"
NA,NA,NA,NA,NA,NA,NA,NA,"NR1","NTC","Undetermined","P17","stanford_expts","extraction_control_5"
"20R2U-N-T14-1x","20R2U","20","R2","U","N","T14","1","NR1","UNKNOWN","36.89739","P17","stanford_expts","5"
"20R2U-N-T14-1x","20R2U","20","R2","U","N","T14","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T14-5x","20R2U","20","R2","U","N","T14","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T14-5x","20R2U","20","R2","U","N","T14","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"10R2U-Y-T36-5x","10R2U","10","R2","U","Y","T36","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"10R2U-Y-T36-5x","10R2U","10","R2","U","Y","T36","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T22-1x","20R2U","20","R2","U","N","T22","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T22-1x","20R2U","20","R2","U","N","T22","1","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T22-5x","20R2U","20","R2","U","N","T22","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T22-5x","20R2U","20","R2","U","N","T22","5","NR1","UNKNOWN","Undetermined","P17","stanford_expts","5"
"20R2U-N-T29-1x","20R2U","20","R2","U","N","T29","1","MP1","UNKNOWN","Undetermined","P18","stanford_expts","5"
"20R2U-N-T29-1x","20R2U","20","R2","U","N","T29","1","MP1","UNKNOWN","Undetermined","P18","stanford_expts","5"
"20R2U-N-T0-1x","20R2U","20","R2","U","N","T0","1","MP1","UNKNOWN","13.99834","P18","stanford_expts","5"
"20R2U-N-T0-1x","20R2U","20","R2","U","N","T0","1","MP1","UNKNOWN","13.88511","P18","stanford_expts","5"
"20R2U-N-T0-5x","20R2U","20","R2","U","N","T0","5","MP1","UNKNOWN","17.45144","P18","stanford_expts","5"
"20R2U-N-T0-5x","20R2U","20","R2","U","N","T0","5","MP1","UNKNOWN","17.44691","P18","stanford_expts","5"
"10R2U-N-T36-1x","10R2U","10","R2","U","N","T36","1","MP1","UNKNOWN","18.2358","P18","stanford_expts","5"
"10R2U-N-T36-1x","10R2U","10","R2","U","N","T36","1","MP1","UNKNOWN","18.36221","P18","stanford_expts","5"
"20R2U-N-T1-1x","20R2U","20","R2","U","N","T1","1","MP1","UNKNOWN","13.8852","P18","stanford_expts","5"
"20R2U-N-T1-1x","20R2U","20","R2","U","N","T1","1","MP1","UNKNOWN","14.23506","P18","stanford_expts","5"
"20R2U-N-T1-5x","20R2U","20","R2","U","N","T1","5","MP1","UNKNOWN","17.94344","P18","stanford_expts","5"
"20R2U-N-T1-5x","20R2U","20","R2","U","N","T1","5","MP1","UNKNOWN","17.77805","P18","stanford_expts","5"
"20R2U-N-T3-1x","20R2U","20","R2","U","N","T3","1","MP1","UNKNOWN","15.95218","P18","stanford_expts","5"
"20R2U-N-T3-1x","20R2U","20","R2","U","N","T3","1","MP1","UNKNOWN","15.91784","P18","stanford_expts","5"
"20R2U-N-T3-5x","20R2U","20","R2","U","N","T3","5","MP1","UNKNOWN","19.42631","P18","stanford_expts","5"
"20R2U-N-T3-5x","20R2U","20","R2","U","N","T3","5","MP1","UNKNOWN","19.76743","P18","stanford_expts","5"
