"sample_date","time_point","read_date","id","storage_condition","dilution_factor","sample_vol_uL","plaque_count"
"2021-11-15","T7","2021-11-16","15R2U","15","100","300","113"
"2021-11-15","T7","2021-11-16","10R1F","10","10","300","TNTC"
"2021-11-15","T7","2021-11-16","10R1F","10","100","300","TNTC"
"2021-11-15","T7","2021-11-16","10R1F","10","1000","300","TNTC"
"2021-11-15","T7","2021-11-16","10R1F","10","10000","300","57"
"2021-11-15","T7","2021-11-16","10R2F","10","10","300","TNTC"
"2021-11-15","T7","2021-11-16","10R2F","10","100","300","TNTC"
"2021-11-15","T7","2021-11-16","10R2F","10","1000","300","TNTC"
"2021-11-15","T7","2021-11-16","10R2F","10","10000","300","57"
"2021-11-15","T7","2021-11-16","10R1U","10","10","300","TNTC"
"2021-11-15","T7","2021-11-16","10R1U","10","100","300","TNTC"
"2021-11-15","T7","2021-11-16","10R1U","10","1000","300","TNTC"
"2021-11-15","T7","2021-11-16","10R1U","10","10000","300","33"
"2021-11-15","T7","2021-11-16","10R2U","10","10","300","TNTC"
"2021-11-15","T7","2021-11-16","10R2U","10","100","300","TNTC"
"2021-11-15","T7","2021-11-16","10R2U","10","1000","300","150"
"2021-11-15","T7","2021-11-16","10R2U","10","10000","300","76"
"2021-11-15","T7","2021-11-16","20R1F","20","1","300","61"
"2021-11-15","T7","2021-11-16","20R1F","20","10","300","5"
"2021-11-15","T7","2021-11-16","20R1F","20","100","300","0"
"2021-11-15","T7","2021-11-16","20R2F","20","1","300","TNTC"
"2021-11-15","T7","2021-11-16","20R2F","20","10","300","TNTC"
"2021-11-15","T7","2021-11-16","20R2F","20","100","300","206"
"2021-11-15","T7","2021-11-16","20R1U","20","1","300","0"
"2021-11-15","T7","2021-11-16","20R1U","20","10","300","0"
"2021-11-15","T7","2021-11-16","20R1U","20","100","300","0"
